,City,State,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19
12131,Limon,CO,151981,154158,155190,155728,156860,157484,158462,159179,160360,161139,161415,160641
12132,Genesee,CO,789969,792175,795419,798662,798754,801728,804932,808305,808553,809371,808519,812131
12133,Trowbridge Park,MI,200925,201692,202610,203605,204378,204984,205720,206207,206728,207225,207561,207846
12134,Colwyn,PA,85767,87233,88261,89367,89692,90077,91226,93605,95852,97383,97420,97621
12135,Green Lane,PA,304442,304360,305517,307438,308494,307636,308031,308397,308778,308813,307799,307070
12136,Remsen,IA,152843,154046,155169,156465,157095,157967,158998,159731,160340,161082,161986,162729
12137,Milford,IL,53441,53584,53726,53927,54277,54376,54532,54579,54702,54865,55137,55433
12138,Coyle,OK,105881,106214,106578,106992,107518,108257,109418,110191,110893,111072,111940,112530
12139,New Straitsville,OH,38440,38508,38450,38257,37999,38033,38196,38302,38236,38225,38105,38156
12140,Warrior,AL,174188,174519,175524,176557,177049,177293,177448,177388,177584,177892,178333,179391
12141,Starbuck,MN,166877,167853,168996,170088,170856,171601,172425,173274,173780,174047,174072,174291
12142,Onarga,IL,73732,74331,74727,74956,75022,75334,75610,75853,76019,76161,76320,76449
12143,Fayetteville,PA,173043,173507,173660,174929,175763,177177,177770,177655,177516,177669,178953,180210
12144,Maytown,PA,192384,194074,193738,193391,193881,193792,194864,196730,198658,199706,199316,198669
12145,Lovington,IL,86426,86797,87231,87514,87923,88274,88690,88689,88772,88705,88733,88768
12146,Mc Clellanville,SC,234605,235712,235678,236718,237011,239232,241289,243083,243407,244210,246886,249740
12147,Campbell,FL,215344,218404,220872,222945,223940,225557,226514,226291,226192,227286,229369,231001
12148,East Lansdowne,PA,132361,132231,131932,131263,131953,133424,133825,133697,133417,134526,135846,137394
12149,Shirley,IN,113570,114683,115243,115541,115830,116337,116796,117211,117747,118336,118956,119334
12150,Stillman Valley,IL,172022,172361,172737,173132,173811,174433,175090,175556,175850,176220,176161,176265
12151,Bucyrus,KS,364017,365011,365963,367816,369105,370372,370869,371578,372690,374027,375280,376308
12152,Warthen,GA,102990,103811,104552,105069,105606,106185,107071,107909,108409,108837,108996,108806
12153,Bath,NC,226519,226830,227484,227854,228789,229445,229928,230433,230797,231597,231543,231809
12154,Junction City,WI,149565,150432,151105,151502,151785,152460,153217,154025,154446,154972,155405,155934
12155,New Bremen,NY,93106,93344,93591,93649,93657,93671,93848,94135,94700,95276,95800,96176
12156,Saville Township,PA,132584,133166,133772,134380,134931,135652,136214,136923,137312,137833,138032,138391
12157,Letterkenny Township,PA,138383,139638,140631,142060,142871,144533,145155,145575,145375,145360,145687,145935
12158,Brinkley,AR,37386,37408,37580,38043,38673,39222,39462,39637,39907,40243,40619,40993
12159,Center City,MN,283921,286906,289126,288227,288578,288737,291115,292802,294629,295916,298251,300357
12160,Catlin,IL,93776,93919,94205,94453,94758,95069,95437,95867,96095,96355,96405,96511
12161,Willards,MD,169835,168764,167108,165606,165056,164931,165423,166154,166830,167060,167203,167621
12162,Raccoon,KY,47069,47368,47689,47872,48138,48587,49124,49512,49477,49424,49590,49741
12163,Wayne Township,PA,98682,99463,100042,101189,101524,101789,101252,100965,100855,101129,101249,100963
12164,Union Grove,WI,199021,200595,201923,203678,205234,206533,207238,207803,208164,208382,208429,208529
12165,Hunlock Township,PA,118664,118409,117332,117109,116920,117310,117681,118362,119324,119797,120030,119754
12166,Niwot,CO,740502,742805,746850,751034,756382,762373,766956,769080,770559,771012,771588,775117
12167,Welch,MN,333552,332980,333795,333910,333715,335013,336478,337469,336836,336937,337286,339402
12168,Old Mill Creek,IL,342296,342553,342873,344617,346871,350156,350466,351094,349811,349383,348367,348640
12169,Mattituck,NY,616143,618043,622710,626053,629361,631680,633402,632162,631637,629870,628360,627781
12170,Alma,TX,212765,214322,214114,212365,212300,212597,215033,215608,217376,219975,223246,225096
12171,Gibson,LA,89467,89266,89264,89586,90921,91950,92914,93175,93302,94002,94478,94813
12172,Hollywood Park,TX,367110,370079,372482,376272,378809,379538,378972,377829,377966,378544,379706,380785
12173,Whiteman AFB,MO,272207,269981,265547,260081,255392,251280,247283,245017,244444,244439,243762,241398
12174,Albertson,NC,87232,87609,88189,88379,89667,90224,90612,90495,90768,90852,90665,90828
12175,Superior,MT,188415,188905,189785,190870,192089,193698,194822,195559,196191,196432,196900,197773
12176,Pleasant Ridge,MI,335709,337289,337694,338574,339334,341692,344487,344743,343329,342834,343262,342975
12177,Cave Spring,GA,139860,141305,142742,143252,143139,143350,144160,145357,146503,147116,147783,148134
12178,Enterprise,OR,250402,250945,251785,252752,254085,255221,256803,257751,258930,259955,260951,261887
12179,Thompsonville,MI,142311,143222,144407,146301,147630,148692,149279,149346,149739,150285,150991,151594
12180,Sparks,TX,93585,94328,95609,97263,99189,100230,100244,99009,98294,97939,98770,99803
12181,Fruitland,NM,121477,123511,125305,127275,128137,129071,130375,131506,132560,133349,133484,133182
12182,Ledbetter,KY,92872,93134,93614,94236,94782,95361,95915,96300,96533,96622,96740,96975
12183,South Congaree,SC,137349,137665,137566,137494,138033,139165,140145,141419,142191,143227,143676,144255
12184,Bradner,OH,98498,99064,99245,98914,99179,99302,99894,100350,100925,101510,102064,102866
12185,Pine Valley,UT,263970,265634,266916,268135,267370,267025,267055,268924,270881,272674,274306,276358
12186,Lauderdale,MN,228675,228759,228249,228063,230878,233655,236351,236704,236747,236348,236082,236104
12187,Bartlett,NH,219219,221380,225553,229514,233567,235530,237711,238903,240263,241778,243695,245198
12188,Bridgehampton,NY,2806164,2800382,2800004,2819008,2831095,2844846,2839824,2831146,2810655,2790652,2777391,2774662
12189,Rossville,KS,136224,137080,138697,139358,140064,139733,139964,141123,142850,144317,144583,145262
12190,Glenwood,MD,705928,703886,704152,708329,710781,712797,711525,710128,708759,708087,706457,707076
12191,Newell,WV,46661,46254,45932,45988,46162,46194,46194,45982,46009,46143,46374,46721
12192,Paddock Lake,WI,181165,181990,184288,186350,188665,189432,190905,192544,193413,193568,192944,192065
12193,Rogers,TX,142215,142309,142389,144193,145677,147490,148366,150396,153914,157349,161265,164705
12194,Ralls,TX,50258,50281,50438,50402,50440,50527,50787,51042,51276,51562,51666,51752
12195,Benton,MS,100656,100683,100711,101344,101515,101891,102152,103004,103748,104277,104505,105008
12196,Michigan Center,MI,131936,132124,133395,135198,136179,136870,137267,137356,137440,136943,137086,137066
12197,Moweaqua,IL,100473,100802,101060,101263,101372,101701,102067,102471,102831,103046,103168,103274
12198,Spring Valley,OH,273322,274911,274924,276562,277038,278129,278164,277988,278872,279278,280736,280818
12199,Pleasant Lake,MI,177232,176953,178122,179308,180662,181385,181771,182770,183996,186046,186765,187605
12200,Rockbridge,OH,150463,150468,150859,151245,151647,151946,152220,152957,153642,154441,155018,155758
12201,Pipestone,MN,84957,85091,85274,85643,86054,86408,86659,87309,88045,88790,89300,89890
12202,Johnsonburg,PA,28298,28502,28709,28971,29233,29352,29543,29657,29780,29915,29992,30048
12203,Sealy,TX,183666,184445,185084,185822,186191,186770,187328,188296,188831,189152,189063,189122
12204,Maricopa,CA,141914,138726,137888,137181,138612,138947,137962,135965,133937,132979,131357,129939
12205,Engelhard,NC,49484,49514,49829,50390,51399,52248,52786,53053,53033,53503,53566,53974
12206,Bloxom,VA,94584,96614,97675,98192,98265,98855,100011,100314,100768,101338,102237,102787
12207,Town of Naples,NY,143383,143713,143980,143036,142101,142159,142875,143704,144036,144231,145332,147217
12208,Quartzsite,AZ,98658,98573,98534,98504,98442,98569,98503,98866,99145,99725,100080,100458
12209,Leslie,MO,158492,159139,159311,160244,161650,163049,163632,162797,161772,159873,159064,158711
12210,Renville,MN,98637,99214,99801,100418,100764,101244,101592,102373,102685,102908,102565,102418
12211,Mont Vernon,NH,358860,359909,359894,359473,361121,362952,364331,363797,363121,363391,364014,365198
12212,Hope,MI,128217,128787,130414,131013,130786,130283,130316,131690,134016,136157,137496,139178
12213,Villa Grove,IL,84646,84981,85186,85460,85745,85992,86201,86525,86869,87090,87040,86874
12214,Athens,MI,107980,108434,109133,110058,110776,111464,112771,114859,116706,118310,119733,121040
12215,Toledo,IL,81604,81894,82154,82239,82599,82811,83191,83711,84139,84492,84454,84531
12216,Selma,NC,92652,93696,94763,96669,98953,101156,102811,103445,103874,104517,105499,106602
12217,Hurley,WI,68971,69053,68834,68884,69030,69278,69696,70071,70169,70277,70393,70401
12218,Ravenna,NE,123172,123847,124598,125133,125835,126613,127369,128131,128612,129078,129237,129463
12219,Butler,OH,136224,136754,137801,139220,141190,142794,144733,144446,144500,144476,145579,146270
12220,Wickliffe,KY,75306,75781,76196,76477,77036,77507,78124,78362,78581,78747,78779,78779
12221,Sparta,KY,122211,122651,123385,124068,125709,128023,129636,130097,129498,128934,128504,128428
12222,Jones,OK,135137,136298,136703,137219,137604,138033,139066,140100,141555,142601,143779,144293
12223,Arpin,WI,133107,133825,134844,135546,136854,137995,139552,140407,140879,141106,141065,141473
12224,Oakland,MS,75544,76031,76462,77078,77661,78244,78688,79183,79580,79661,79770,79966
12225,Scribner,NE,93301,93874,94164,94594,94477,94529,94495,94972,95558,96125,96407,96481
12226,Neapolis,OH,107518,106970,106491,106319,107249,107396,107588,106457,107739,109102,111140,111993
12227,Lachine,MI,101514,102038,102638,103141,103340,103251,103103,103174,103385,103481,103388,103203
12228,Omega,GA,83964,84690,85137,85271,85666,86229,86947,87579,88057,88161,87958,87485
12229,University Park,MD,518393,519351,518369,516669,515064,513515,510780,509516,508870,510349,510713,511043
12230,Caddo Valley,AR,113884,114131,114318,114771,115371,115896,116153,116408,116562,116716,116642,116549
12231,Alburtis,PA,224763,224332,223444,222995,224287,225545,226601,226808,227247,227575,228124,228125
12232,Farmersburg,IN,90344,90768,91376,91750,92208,92496,92656,92756,92784,92938,92884,92839
12233,Parowan,UT,214923,213732,212908,214609,217117,218963,219411,219252,218946,219476,219511,219205
12234,Davisboro,GA,65413,66476,67727,68333,69051,69743,70795,71701,72257,72667,72856,72922
12235,Potterville,MI,158451,159089,159712,160667,160656,160831,161037,162198,163068,163740,164126,165399
12236,Edgewood,PA,27334,27466,27637,27834,27923,28185,28361,28519,28413,28298,28194,28220
12237,Bedford Park,IL,187555,188013,188667,191093,192526,193549,193723,194542,194734,195330,195723,196462
12238,Clarendon,VT,193555,194584,196214,197864,199034,199470,199955,201084,202238,203173,203429,203719
12239,Livermore,CO,419728,424052,427663,429197,428543,428538,430194,432282,433620,434919,436216,437573
12240,Enigma,GA,98563,98971,99280,99463,99969,100506,100966,101283,101446,101718,101643,101353
12241,Holmesville,OH,194732,195841,197389,199340,200534,201293,201868,202998,203905,204583,204895,205022
12242,Elko,GA,160688,162082,162798,161847,160394,158701,158071,158846,160153,161696,162664,163785
12243,Glen Rock,PA,215967,216503,216763,217515,218008,218356,219230,219398,219571,220066,220726,221557
12244,Sugar Grove,OH,163813,164039,164452,164248,164001,163919,164009,164117,163111,162390,162000,162524
12245,Bassfield,MS,83455,83728,84064,84510,84792,84960,85203,85642,86078,86554,86612,86659
12246,Garrison,ND,187981,188358,189133,189629,190093,189634,189882,190163,190876,191591,191764,191852
12247,Silver Lake,OH,236829,238225,238598,238085,237514,239749,241846,242922,242423,241799,241830,242392
12248,Morton,PA,236265,236528,236225,235878,237406,240068,243465,245157,245353,245427,245846,246933
12249,Panola,IL,67770,67951,68173,68042,68104,68211,68951,69202,69380,69246,69260,69352
12250,New Whiteland,IN,128474,129793,130733,131299,132490,133430,134479,134768,135714,136663,137738,138257
12251,Kremmling,CO,304855,305822,306966,307889,309325,311046,311411,311458,312765,315833,318258,318855
12252,Town Of Bangor,NY,86519,87149,87604,87895,87852,87724,87722,88174,88664,89068,89388,89711
12253,Saratoga,NY,233276,233094,232738,233450,235254,237679,238212,237071,235574,234673,234137,234179
12254,Coon Rapids,IA,99080,99199,99407,99733,100064,100589,101112,101731,102131,102489,102502,102622
12255,Rio Grande,NJ,243261,243501,243216,242066,241308,239895,239922,240522,243524,245091,246889,247321
12256,Oxford Township,NJ,235765,233398,230627,227931,227447,227752,228465,229253,228558,227528,226718,227729
12257,Bremo Bluff,VA,143001,143724,144497,145051,145282,145224,145424,146053,146853,147324,147707,148338
12258,Yates,NY,120222,120638,121058,121829,122998,124043,124771,125161,125535,125811,126147,126532
12259,Hollis,OK,39418,39733,39963,40110,40238,40463,40749,40821,41092,41332,41890,42199
12260,Ridge Manor,FL,129847,131577,133166,133439,133555,134289,135961,137349,137971,138275,139120,140367
12261,Mission Canyon,CA,1441957,1441624,1443961,1441431,1432503,1423376,1415102,1414835,1415082,1423131,1425062,1428556
12262,Atlanta,IL,96586,96918,97286,97303,97364,97394,97682,97931,98063,98235,98182,98292
12263,Selma,OR,287338,285085,282689,280214,278932,279015,279097,279681,279524,279020,277141,277499
12264,Carrier Mills,IL,58120,57990,57948,57796,57973,58078,58786,59177,59379,59484,59535,59576
12265,Williamsburg,MA,291548,290098,291444,292721,295331,296632,297868,298174,298553,299626,301423,304942
12266,Adrian,MN,112946,113046,113383,113536,114091,115544,117123,118452,118740,119013,119003,119123
12267,Cross Junction,VA,262550,262820,262797,263191,264225,265623,265938,265836,265812,266410,266530,266297
12268,Dongola,IL,88015,87358,86098,85348,85294,85988,86658,87265,87107,87309,87252,87596
12269,Franklin Township,PA,89527,89808,90174,90656,90524,90794,90691,91169,91447,91913,92293,92883
12270,Abbotsford,WI,107666,108015,108521,108849,109365,109805,110165,110309,110266,110504,110610,110914
12271,Otway,OH,74362,74120,74386,74822,75177,74946,74910,74893,75025,75209,75178,75206
12272,Hickory Flat,MS,90926,91663,92327,92590,92857,93053,93321,93542,93849,94253,94472,94816
12273,Nickelsville,VA,89288,89947,90280,90528,90729,90980,91291,91664,91903,92240,92537,92560
12274,Lamar,MS,93450,94117,94927,95967,96903,97857,98182,98509,98823,99272,99850,100438
12275,Kewanna,IN,89678,89990,90304,90555,91006,91508,92121,92529,92989,93441,93798,94097
12276,Humboldt,KS,67538,67678,67892,68270,68513,69032,69310,69818,70083,70625,70969,71377
12277,Dutton,AL,108208,108240,108670,109252,109528,109273,109095,109023,109264,109100,108893,108648
12278,Cutchogue,NY,715158,713524,715186,720599,728153,732048,733636,730783,729550,727855,728184,730657
12279,New Waterford,OH,131150,131634,131631,131346,131282,131601,131891,133100,134103,135180,135712,136055
12280,Smithdale,MS,135934,135710,135115,135812,136068,136840,137109,137925,138842,139933,140866,141753
12281,Marvell,AR,29878,29911,29962,30290,30671,31176,31236,31266,31341,31571,31862,31952
12282,Alcester,SD,137252,138248,139259,140058,140768,141006,141510,141893,142789,143439,144399,144890
12283,Hollywood,AL,108456,109072,109718,109928,109913,109519,109275,109070,109478,109934,110221,110192
12284,Walton,IN,98295,98661,99073,99658,100177,100663,101108,101505,101791,102202,102573,102968
12285,Monona,IA,121657,121991,122303,122569,122719,122788,122811,122965,123758,124613,125310,125583
12286,Haworth,OK,66975,66979,67442,68091,68988,69636,70612,71193,71395,71394,71997,72955
12287,Union,WV,79331,79534,80054,80466,80748,80989,81244,81630,81780,82007,82186,82722
12288,Scottsburg,VA,72406,73338,74282,75032,75422,75429,75371,75105,75113,74696,74226,73786
12289,Rye Township,PA,172807,173816,174858,175998,176684,177323,178228,179146,180015,180621,181126,181545
12290,Gloster,LA,142507,143279,143625,143320,143502,143416,144292,144850,145853,146648,147203,147156
12291,Dieterich,IL,126116,126745,127630,128457,129429,130188,130896,131269,131759,132200,132420,132871
12292,Dewy Rose,GA,111601,111896,112152,112544,113218,114063,114827,115421,115705,115937,115815,115799
12293,Hookerton,NC,100844,101241,101647,102078,102295,102560,102803,102768,103100,103259,103494,103454
12294,Saint Clair,PA,51244,50975,50757,50434,49470,48846,48853,48783,48327,47318,46606,46798
12295,West Sand Lake,NY,225983,224969,224407,223662,223985,224713,226549,227829,228587,228893,229381,230562
12296,Town of Mooers,NY,107572,108950,110953,111947,113425,114951,115506,115146,114504,114210,114236,114519
12297,Okawville,IL,121147,121748,122285,122828,123382,124292,125051,125577,125723,125755,125808,125850
12298,Waynetown,IN,110228,110859,111594,112223,112809,113401,113993,114523,115092,115610,116237,116814
12299,North Freedom,WI,157892,159556,160818,162822,164359,167111,169661,171834,172811,173501,174065,175017
12300,Flintville,TN,134018,134498,134708,134531,134626,135121,135819,136679,137422,138091,138525,139250
12301,Mocksville,NC,142045,142615,143088,143426,143910,144481,144999,145573,146059,146509,146748,146864
12302,Tunnelton,WV,66119,66385,66523,66684,66888,67392,67616,68050,68012,68171,67930,68026
12303,Mount Morris,NY,74775,75148,75404,75936,76408,76822,77278,77780,78315,78641,78850,79224
12304,Apalachicola,FL,166862,167325,168458,168763,168673,168436,168754,169288,169729,170434,170931,171994
12305,Woodville,WI,181663,181765,181188,181727,183390,185283,186907,187772,188073,188624,189287,190612
12306,Geneva,NE,97514,98884,99984,100686,101137,101633,101647,101927,102143,102609,102782,102802
12307,Shinnston,WV,88834,89198,89230,89368,89358,89841,90130,90552,90723,91214,91556,91745
12308,Stamps,AR,43360,43230,43283,43218,43430,43330,43536,43605,43755,43698,43401,43214
12309,Madison,MO,119714,119815,120101,120826,121720,122420,123239,124020,123917,123887,123592,123523
12310,Mill Hall,PA,153142,153960,154826,155269,155671,155859,156304,156908,157582,158497,159127,159601
12311,Evansville,WI,205867,207257,207588,208465,210223,213369,214890,215129,215083,215636,217027,218177
12312,Mineral Ridge,OH,119987,121421,122865,123338,123060,122761,123041,123127,123725,124140,125035,125215
12313,Andrews,IN,100429,101005,101370,101909,102324,102881,103286,103808,104090,104378,104632,104750
12314,Lepanto,AR,46823,47827,48688,49259,49541,49876,50100,50663,51024,51482,51305,51154
12315,Elmwood,WI,119747,120927,121479,122073,122670,123248,123921,124379,125108,125784,126482,126727
12316,New Sharon,IA,133073,133380,133476,133457,133687,134024,134401,135256,136174,137461,138192,138994
12317,El Portal,FL,438931,436454,435993,436316,439238,442169,442147,442185,441673,442862,443658,444622
12318,Childersburg,AL,87633,88012,88328,88625,88642,88794,89171,89587,90006,90253,90777,91154
12319,Oliver Township,PA,117059,117352,117554,117965,118361,118971,119141,119460,119766,120259,120577,120833
12320,Kealakekua,HI,515400,519936,524790,522959,518785,516035,519575,524751,525841,525385,524090,523718
12321,Vienna,MO,141063,141272,141493,141337,142232,142313,142964,143110,144045,145194,146051,146974
12322,Lake Park,MN,259949,261240,262665,264458,265675,267085,268084,269305,270442,271744,272250,272383
12323,Rockefeller Township,PA,118421,118920,119290,119601,119840,120212,120534,120769,120898,121181,121317,121423
12324,Unionville,TN,171005,172092,173020,173475,174274,174409,174832,175952,177656,180014,182160,183389
12325,North Cape May,NJ,244678,245855,246434,246380,247969,249528,251129,250243,249721,249572,250754,252223
12326,Davis,IL,154071,154522,155944,156676,157306,156924,156707,156924,156714,156706,156299,155951
12327,Keshena,WI,226254,227790,229213,230519,231708,232782,233749,234622,235231,235769,236247,236858
12328,Ogdensburg,NJ,225061,225862,228494,230708,231888,233156,233636,234510,233791,233627,232989,233963
12329,Sandy Ridge,NC,119015,119070,119306,119652,120050,120541,121037,121724,122099,122416,122475,122779
12330,Cotton Valley,LA,81669,82598,83552,82484,81347,79732,77834,76362,75638,75513,74845,74058
12331,Huxley,IA,228672,229362,230204,230964,231369,231856,232641,233364,233440,233299,233341,233749
12332,Watsontown,PA,156601,157339,157779,158549,159147,159980,160476,161225,161796,162650,163210,163788
12333,Spencer,TN,95654,96088,96628,97275,97611,98037,98259,99092,100370,101802,102984,104158
12334,Clinton,MT,302233,303878,305005,306369,305976,305815,306540,309808,312282,313912,314869,317025
12335,Mora,MN,129852,130638,131512,132223,132880,133576,134407,135443,136456,137408,137946,138587
12336,Grady,AL,79975,79962,80434,81452,81916,82793,83430,84468,84682,84503,84376,84928
12337,Berkley,IA,53814,54837,55586,55765,56281,56180,55603,54692,54482,54717,54705,54084
12338,St Johnsville,NY,70576,70934,71320,71431,71487,71585,71674,72211,72377,72660,72857,73337
12339,Mesquite,NM,142643,142933,142168,140687,140085,140010,140409,139587,139087,138061,136204,134278
12340,Selma,IN,130158,130576,131098,130893,131210,131218,131482,132060,132622,133566,134093,134611
12341,Cottageville,WV,88997,89320,89550,89913,90173,90435,90575,90828,91258,91643,91861,92071
12342,Perry,KS,162360,163156,164003,164942,165627,166296,167221,167927,168745,169301,169746,169901
12343,Town of Richmondville,NY,146070,146682,147255,147445,147471,147808,148314,149007,149332,149854,150222,150693
12344,Saugatuck,MI,351833,353492,354896,356967,357542,357631,357386,358314,360364,363108,364658,365279
12345,Wellfleet,MA,584245,579553,575905,577808,583179,587536,587949,584732,581046,578984,578252,578241
12346,Longville,LA,139741,140289,140816,141351,141878,142766,143432,144225,144828,145398,145599,146163
12347,Owensville,IN,118067,118823,119587,120222,120774,121261,121839,122403,122976,123520,123942,124416
12348,Elroy,NC,112964,111899,111703,111914,113418,114573,115983,116360,116654,116770,117413,118476
12349,Quinton,OK,65444,65242,65442,65201,65663,65153,65061,64371,65040,65332,65821,65986
12350,Doerun,GA,81331,81317,81261,81253,81247,81566,81673,82026,82102,82300,82187,82103
12351,Beaver,AR,124763,124844,125618,126152,126910,127744,128363,128601,128640,129025,129358,129388
12352,Tontitown,AR,303651,303919,306537,309047,311453,311616,311705,311679,311604,311248,309574,308120
12353,Roca,NE,381615,383633,385545,386224,386025,387736,389019,389537,388346,388520,390341,392293
12354,La Coste,TX,150251,150930,151190,151980,152196,152390,151414,151406,151552,152323,152556,152716
12355,Dayton,IN,128019,128615,128912,129948,130680,131468,131430,131558,131979,132965,133820,134533
12356,Three Lakes,WI,226662,227667,229539,229908,230255,229596,230169,231172,233188,234641,235855,236724
12357,Vermillion,MN,239750,239542,239696,240456,240596,242434,243841,245423,246443,247236,247512,248596
12358,Bethel,ME,212316,213338,214284,215545,216564,217620,218245,219003,219744,220834,222280,223270
12359,Cascade,IA,168869,170162,171167,172064,172883,174257,175229,176161,176107,176422,176563,176728
12360,Greenbush,WI,237359,238754,240500,241062,242355,243116,243959,246348,247231,248458,248594,249559
12361,Collinwood,TN,91297,91263,91454,91573,91981,92026,92028,92003,92379,92753,93031,93187
12362,White Oak West,OH,197250,198829,199663,199531,198408,197962,198553,200077,202039,203242,204348,205289
12363,Gillespie,IL,56748,56474,56055,55899,55943,56315,56702,57030,57342,57546,57608,57755
12364,Storm Lake,IA,114003,114358,114662,114910,115217,115564,115952,116351,116812,117330,117819,118276
12365,Valders,WI,148865,149974,151996,154334,156441,157496,158644,159056,159571,160267,161740,162823
12366,Northampton,NY,125477,126180,127077,127883,128119,127964,127767,128467,129230,130081,130525,131098
12367,Oquirrh,UT,334230,336807,338219,339247,339890,341081,341909,343106,344715,346426,348213,349537
12368,Lynch Station,VA,136509,136452,137028,137184,137495,137582,137939,138447,138258,138034,137297,137359
12369,East Kingston,NH,423996,423539,419786,418591,419823,424125,425539,424536,422931,422146,422913,423108
12370,Berlin Township,PA,201361,201713,202232,202894,203816,204650,205258,205419,205541,205778,205685,205822
12371,Ellenville,NY,125416,127094,128832,130466,130915,131499,132338,131904,132973,133194,133750,133623
12372,Washburn,WI,144678,144972,145617,146208,146973,147338,147876,148393,149453,150217,150781,151204
12373,Alexandria,TN,133830,134062,134245,134702,135104,135813,136475,137179,137737,138323,138989,140041
12374,London,AR,114908,115841,117122,118207,118614,118978,119488,119768,119747,120062,120408,121025
12375,Taft,OK,29618,29517,29924,30482,30607,30351,30275,30671,31347,31816,32359,33027
12376,Morris,OK,102722,103047,103364,103420,103921,104679,105674,106022,106375,106850,107503,108237
12377,Cromwell,IN,125909,126512,127047,127313,127837,128901,129976,131050,131958,133099,133527,134294
12378,Armuchee,GA,148539,150464,152495,153766,154329,154616,155918,156787,158503,159514,160950,162001
12379,Wheeler,TX,103868,105256,105392,105839,106521,106462,106806,107141,108129,108550,109365,109150
12380,Homerville,OH,215154,215649,215817,217824,218938,220062,220000,219514,219314,219880,221089,221529
12381,Provincetown,MA,569903,568420,566079,569504,576395,581163,580954,576478,573900,572027,574411,574921
12382,Windsor Township,PA,217741,217678,217616,217723,217741,218930,220260,221372,221191,220840,220838,221715
12383,Powhatan Point,OH,92919,93505,94194,94852,95482,95776,95958,96129,96414,96708,96623,96668
12384,Martinsburg,OH,66579,67092,66804,67269,66674,67131,66867,67398,67730,68509,69032,69357
12385,New Richland,MN,154317,155130,156046,157007,157384,157800,158310,159102,159802,160243,160225,160153
12386,Cable,OH,166250,166774,167413,168483,169393,170425,171259,172330,173108,174098,174428,174903
12387,Manorville,PA,63789,63872,64123,64204,64526,64875,65389,65977,66235,66469,66590,66735
12388,Dolan Springs,AZ,85310,85781,85736,86237,86776,87767,88764,90158,91287,91669,91739,92427
12389,Sugar City,ID,229649,230893,232688,234322,235832,236665,237417,238766,240294,241735,243169,244655
12390,Bokeelia,FL,284572,285085,285151,287335,287930,289367,291232,293099,294085,294136,295122,295787
12391,Holderness,NH,298571,302900,306331,307906,308072,309956,309970,310958,310664,311918,312710,313439
12392,Plains,GA,71892,71847,71555,71605,71610,72064,72298,72904,73291,73806,73700,73624
12393,Linn Creek,MO,188568,189810,191756,194216,197458,198824,199272,199385,199818,200546,201054,201821
12394,Kingston,RI,370024,371427,370292,369096,367496,368877,371283,374797,376474,378207,379221,380393
12395,Shoshone,ID,150801,151418,152730,154125,155618,156862,158126,159510,160663,161566,162461,163495
12396,Indian Mound,TN,131159,131787,131549,131502,131494,132295,132912,133169,133731,134203,134947,135658
12397,Highland City,FL,154888,155553,156170,156343,157518,158155,158970,159011,158993,158742,159121,159922
12398,Yardley,PA,352474,353392,355435,357122,358890,359117,359072,358831,359368,359173,359630,359761
12399,Fitzwilliam,NH,188130,189985,190861,192083,193113,193972,195223,196096,197326,198137,199209,199804
12400,Lyme,CT,415981,418329,421377,424661,424730,422881,418417,413018,409308,405692,403798,402044
12401,Rocheport,MO,287097,289588,290700,290859,290516,290858,291317,289752,288553,288792,291482,292577
12402,Chatom,AL,100465,100994,101768,102098,103020,104051,104551,104529,104554,105354,106211,107087
12403,Castorland,NY,133987,134469,135018,135306,135506,135756,136153,136931,137611,138615,139291,140198
12404,Eden,TX,211214,210826,210907,211462,211770,213027,213952,215251,217325,220316,224262,227826
12405,Polo,MO,151023,151545,152290,152743,153629,154734,156568,158048,158902,159476,160173,161061
12406,Nashua,IA,115455,115753,116077,116300,116527,116776,117185,117719,118236,118576,118692,118851
12407,Fleetwood,NC,229794,230509,231137,232008,232552,233252,233642,234415,234973,235641,235866,236022
12408,Farmer City,IL,103841,104068,104421,104743,105260,105668,105961,106164,106307,106553,106589,106631
12409,Sheldon,VT,199059,200251,201152,202038,202305,202580,202696,203142,204699,206734,208404,208967
12410,McGaheysville,VA,235408,235718,236161,237430,239432,240617,241785,242368,243565,244564,244865,245066
12411,Augusta,AR,35121,35103,35241,35389,35735,36224,36793,37170,37404,37475,37743,38110
12412,Goreville,IL,114008,114576,115141,115287,115471,114827,114758,114881,115730,116351,116382,116464
12413,Harriman,NY,222663,223853,226713,227123,228901,229373,230273,229528,229420,230022,231313,232832
12414,Duck Hill,MS,98060,98097,98435,98558,98648,98874,99464,99597,99385,98926,98824,99101
12415,Woodbine,IA,121479,122025,122503,123189,123766,124608,125100,125617,125879,126196,126359,126545
12416,Omaha,TX,94629,95196,95678,96111,96342,96406,96753,97225,97686,97863,98255,98506
12417,Landis,NC,142335,144161,145458,145876,145491,145646,145243,144363,143979,144802,145834,146192
12418,West Rutland,VT,148465,149243,150163,151261,151753,152200,152234,152859,153440,154024,154342,154696
12419,Utica,MN,258702,259789,261153,262853,262886,262638,262775,263697,264890,265692,266156,266464
12420,Deerwood,MN,242719,245739,251301,256825,260054,261341,262199,263405,265503,267033,269249,270246
